"grid","beetle","fungal_unit","n_samples","beetle_n","fungus_n","shared_n","beetle_only","fungus_only","both_absent","jaccard","exp_jaccard_null","sd_jaccard_null","z_score","p_pos","p_neg","p_perm","q_perm","p_fisher","q_fisher","direction","scheme","in_block","asv_genus","asv_species","asv_lab"
"asv","Dryocoetes autographus","ASV_8974",69,14,3,0,14,3,52,0,0.0226738369184592,0.0340399638656591,-0.666094623600159,1,0.668,1,1,1,1,"avoiding","within_trap",FALSE,"Ophiostoma","karelicum","ASV_8974  Ophiostoma karelicum"
"asv","Dryocoetes autographus","ASV_9224",69,14,3,0,14,3,52,0,0,0,NA,1,1,1,1,1,1,"co-occurring","within_trap",FALSE,"Ophiostoma","sparsiannulatum","ASV_9224  Ophiostoma sparsiannulatum"
"asv","Dryocoetes autographus","ASV_11554",69,14,3,0,14,3,52,0,0.010724112056028,0.0235696484323943,-0.454996691477533,1,0.8285,1,1,1,1,"avoiding","within_trap",FALSE,"Raffaelea","crossotarsi","ASV_11554  Raffaelea crossotarsi"
"asv","Dryocoetes autographus","ASV_11600",69,14,4,0,14,4,51,0,0.0709509166347893,0.0435009525925741,-1.63101983764147,1,0.1685,0.337,0.957437086092715,0.575142191854029,0.85549951917986,"avoiding","within_trap",FALSE,"Ophiostoma","undulatum","ASV_11600  Ophiostoma undulatum"
"asv","Dryocoetes autographus","ASV_16537",69,14,3,0,14,3,52,0,0.112165904380761,0.0573515768055104,-1.95575973021869,1,0.0645,0.129,0.658821428571429,1,1,"avoiding","within_trap",FALSE,"Graphilbum",NA,"ASV_16537  Graphilbum sp."
"asv","Dryocoetes autographus","ASV_17726",69,14,3,0,14,3,52,0,0.0913942090092666,0.056420321948057,-1.61988102608504,1,0.1365,0.273,0.883804511278195,1,1,"avoiding","within_trap",FALSE,NA,NA,"ASV_17726  "
"asv","Dryocoetes autographus","ASV_22166",69,14,4,0,14,4,51,0,0.0404283023864883,0.0387519167287084,-1.04325942557928,1,0.416,0.832,1,0.575142191854029,0.85549951917986,"avoiding","within_trap",FALSE,"Grosmannia","cucullata","ASV_22166  Grosmannia cucullata"
"asv","Dryocoetes autographus","ASV_22950",69,14,6,0,14,6,49,0,0.0444988576159434,0.0376698197144028,-1.1812867158196,1,0.3355,0.671,1,0.334831994121464,0.631596840638643,"avoiding","within_trap",FALSE,"Sporothrix",NA,"ASV_22950  Sporothrix sp."
"asv","Dryocoetes autographus","ASV_25723",69,14,4,0,14,4,51,0,0.0862997675308253,0.0516908857545521,-1.66953547556931,1,0.1225,0.245,0.854512195121951,0.575142191854029,0.85549951917986,"avoiding","within_trap",FALSE,"Ceratocystiopsis","manitobensis","ASV_25723  Ceratocystiopsis manitobensis"
"asv","Dryocoetes autographus","ASV_27488",69,14,4,0,14,4,51,0,0,0,NA,1,1,1,1,0.575142191854029,0.85549951917986,"co-occurring","within_trap",FALSE,"Ceratocystiopsis","synnemata","ASV_27488  Ceratocystiopsis synnemata"
"asv","Dryocoetes autographus","ASV_28495",69,14,3,0,14,3,52,0,0.0550525262631319,0.0414106921111641,-1.32942782302086,1,0.276,0.552,1,1,1,"avoiding","within_trap",FALSE,"Raffaelea","subfusca","ASV_28495  Raffaelea subfusca"
"asv","Heteroborips seriatus","ASV_660",69,21,13,13,8,0,48,0.619047619047619,0.278429395196374,0.0687954486924943,4.951173810549,5e-04,1,0.001,0.10725,5.26483943325486e-09,2.25861611686634e-06,"co-occurring","within_trap",TRUE,"Grosmannia","francke-grosmanniae","ASV_660  Grosmannia francke-grosmanniae"
"asv","Heteroborips seriatus","ASV_1122",69,21,8,8,13,0,48,0.380952380952381,0.188028233102076,0.0596602242385544,3.23371476243348,0.008,1,0.016,0.277588235294118,2.43366773269852e-05,0.00261010864331916,"co-occurring","within_trap",TRUE,"Raffaelea","arxii","ASV_1122  Raffaelea arxii"
"asv","Heteroborips seriatus","ASV_3603",69,21,10,7,14,3,45,0.291666666666667,0.14379659620098,0.0499967222243974,2.95759529598781,0.009,0.999,0.018,0.277588235294118,0.0066322404242797,0.0693120373271927,"co-occurring","within_trap",TRUE,"Sporothrix","eucastaneae","ASV_3603  Sporothrix eucastaneae"
"asv","Heteroborips seriatus","ASV_21569",69,21,7,6,15,1,47,0.272727272727273,0.114126761927183,0.0533301803880463,2.97393538979365,0.0115,0.9995,0.023,0.281914285714286,0.00252197510471358,0.0528548724099649,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_21569  Sporothrix sp."
"asv","Heteroborips seriatus","ASV_6117",69,21,13,7,14,6,42,0.259259259259259,0.174608047299139,0.049854709874488,1.69795817031598,0.102,0.9865,0.204,0.781392857142857,0.0525734166628686,0.223643704151127,"co-occurring","within_trap",TRUE,"Leptographium","gracile","ASV_6117  Leptographium gracile"
"asv","Heteroborips seriatus","ASV_3556",69,21,9,6,15,3,45,0.25,0.163925015689876,0.0552107955252414,1.55902452575189,0.129,0.9745,0.258,0.8679,0.0190530421928955,0.124180790896075,"co-occurring","within_trap",TRUE,"Sporothrix","rossii","ASV_3556  Sporothrix rossii"
"asv","Heteroborips seriatus","ASV_1646",69,21,5,5,16,0,48,0.238095238095238,0.10907390736588,0.0491090472947366,2.62724157434807,0.022,1,0.044,0.460390243902439,0.0018106487931277,0.0476522676145242,"co-occurring","within_trap",TRUE,"Raffaelea","arxii","ASV_1646  Raffaelea arxii"
"asv","Heteroborips seriatus","ASV_8274",69,21,12,6,15,6,42,0.222222222222222,0.113921333945482,0.0390147783347883,2.77589397913282,0.011,1,0.022,0.277588235294118,0.164975151898807,0.428935394936899,"co-occurring","within_trap",TRUE,"Sporothrix","rossii","ASV_8274  Sporothrix rossii"
"asv","Heteroborips seriatus","ASV_5162",69,21,7,5,16,2,46,0.217391304347826,0.130106878039539,0.0439276161388685,1.98700576039352,0.0765,1,0.153,0.697666666666667,0.0237970984239641,0.143788101744797,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_5162  Sporothrix sp."
"asv","Heteroborips seriatus","ASV_15258",69,21,7,5,16,2,46,0.217391304347826,0.0873521921371938,0.0431564139537095,3.01320476604278,0.0095,1,0.019,0.277588235294118,0.0237970984239641,0.143788101744797,"co-occurring","within_trap",TRUE,"Ophiostoma","pallidulum","ASV_15258  Ophiostoma pallidulum"
"asv","Heteroborips seriatus","ASV_11600",69,21,4,4,17,0,48,0.19047619047619,0.0728955080777725,0.0442765898190779,2.65559481610652,0.0245,1,0.049,0.467133333333333,0.00692306891490004,0.0693120373271927,"co-occurring","within_trap",TRUE,"Ophiostoma","undulatum","ASV_11600  Ophiostoma undulatum"
"asv","Heteroborips seriatus","ASV_22166",69,21,4,4,17,0,48,0.19047619047619,0.0967858882386777,0.042976409005093,2.18004026875326,0.054,1,0.108,0.631905405405405,0.00692306891490004,0.0693120373271927,"co-occurring","within_trap",TRUE,"Grosmannia","cucullata","ASV_22166  Grosmannia cucullata"
"asv","Heteroborips seriatus","ASV_7106",69,21,5,4,17,1,47,0.181818181818182,0.0787003778569132,0.0429677748257891,2.39988699390078,0.041,1,0.082,0.558380952380952,0.0273727494019894,0.150550121710942,"co-occurring","within_trap",TRUE,"Ophiostoma","denticiliatum","ASV_7106  Ophiostoma denticiliatum"
"asv","Heteroborips seriatus","ASV_13249",69,21,6,4,17,2,46,0.173913043478261,0.0901246625136837,0.045155281627086,1.85556103174246,0.096,0.99,0.192,0.780702702702703,0.064917084671255,0.242168950643203,"co-occurring","within_trap",TRUE,"Ophiostoma","denticulatum","ASV_13249  Ophiostoma denticulatum"
"asv","Heteroborips seriatus","ASV_11554",69,21,3,3,18,0,48,0.142857142857143,0.0825565238858845,0.0354040093709642,1.70321441109753,0.15,1,0.3,0.93941605839416,0.0253845860213002,0.149177909632024,"co-occurring","within_trap",TRUE,"Raffaelea","crossotarsi","ASV_11554  Raffaelea crossotarsi"
"asv","Heteroborips seriatus","ASV_4337",69,21,4,3,18,1,47,0.136363636363636,0.121478182155258,0.0428706614727868,0.347217740454684,0.5895,0.829,1,1,0.0807691373405005,0.291030133459938,"co-occurring","within_trap",TRUE,"Ophiostoma","undulatum","ASV_4337  Ophiostoma undulatum"
"asv","Heteroborips seriatus","ASV_8131",69,21,6,3,18,3,45,0.125,0.0753464190289125,0.0393426308506892,1.26208084963941,0.2325,0.967,0.465,1,0.359177477483009,0.669944077566133,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_8131  Graphilbum sp."
"asv","Heteroborips seriatus","ASV_22950",69,21,6,3,18,3,45,0.125,0.0955612254287693,0.0360452106529439,0.816718061511076,0.393,0.9255,0.786,1,0.359177477483009,0.669944077566133,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_22950  Sporothrix sp."
"asv","Heteroborips seriatus","ASV_7618",69,21,7,3,18,4,44,0.12,0.0855117029591228,0.0432077974454058,0.798196137733105,0.372,0.9095,0.744,1,0.666711690416695,0.898172847096732,"co-occurring","within_trap",TRUE,"Leptographium","lundbergii","ASV_7618  Leptographium lundbergii"
"asv","Heteroborips seriatus","ASV_8895",69,21,13,3,18,10,38,0.0967741935483871,0.0980970618056324,0.0381673006078953,-0.0346597279916536,0.69,0.6815,1,1,0.7403030243516,0.968262187337915,"avoiding","within_trap",TRUE,"Ceratocystiopsis","manitobensis","ASV_8895  Ceratocystiopsis manitobensis"
"asv","Heteroborips seriatus","ASV_9224",69,21,3,2,19,1,47,0.0909090909090909,0.051634512908628,0.0320426827931073,1.22569568391169,0.336,1,0.672,1,0.217773027445891,0.494310205154958,"co-occurring","within_trap",TRUE,"Ophiostoma","sparsiannulatum","ASV_9224  Ophiostoma sparsiannulatum"
"asv","Heteroborips seriatus","ASV_16537",69,21,3,2,19,1,47,0.0909090909090909,0.0454199431731672,0.0355769403342144,1.27861326209035,0.25,0.972,0.5,1,0.217773027445891,0.494310205154958,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_16537  Graphilbum sp."
"asv","Heteroborips seriatus","ASV_17726",69,21,3,2,19,1,47,0.0909090909090909,0.0299378938481096,0.0306369854086057,1.9901173776665,0.124,1,0.248,0.858,0.217773027445891,0.494310205154958,"co-occurring","within_trap",TRUE,NA,NA,"ASV_17726  "
"asv","Heteroborips seriatus","ASV_28495",69,21,3,2,19,1,47,0.0909090909090909,0.0450857839987184,0.032265607481983,1.42019042833643,0.2585,1,0.517,1,0.217773027445891,0.494310205154958,"co-occurring","within_trap",TRUE,"Raffaelea","subfusca","ASV_28495  Raffaelea subfusca"
"asv","Heteroborips seriatus","ASV_5724",69,21,4,2,19,2,46,0.0869565217391304,0.0569070767267691,0.0277180045747903,1.08411285275894,0.4155,1,0.831,1,0.579854737010137,0.85549951917986,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_5724  Graphilbum sp."
"asv","Heteroborips seriatus","ASV_6746",69,21,4,2,19,2,46,0.0869565217391304,0.02794060073515,0.0287268482142465,2.05438203884521,0.1125,1,0.225,0.804375,0.579854737010137,0.85549951917986,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_6746  Graphilbum sp."
"asv","Heteroborips seriatus","ASV_7886",69,21,4,2,19,2,46,0.0869565217391304,0.065566874346264,0.036920337058791,0.579345940390689,0.499,0.8925,0.998,1,0.579854737010137,0.85549951917986,"co-occurring","within_trap",TRUE,"Grosmannia",NA,"ASV_7886  Grosmannia sp."
"asv","Heteroborips seriatus","ASV_25723",69,21,4,2,19,2,46,0.0869565217391304,0.0501850892508181,0.0362942639542214,1.01314721617424,0.3235,0.9475,0.647,1,0.579854737010137,0.85549951917986,"co-occurring","within_trap",TRUE,"Ceratocystiopsis","manitobensis","ASV_25723  Ceratocystiopsis manitobensis"
"asv","Heteroborips seriatus","ASV_7819",69,21,5,2,19,3,45,0.0833333333333333,0.108384989596248,0.0394896011656942,-0.634386155428632,0.8925,0.4955,0.991,1,0.636412753181849,0.880713132629075,"avoiding","within_trap",TRUE,"Hawksworthiomyces",NA,"ASV_7819  Hawksworthiomyces sp."
"asv","Heteroborips seriatus","ASV_9363",69,21,5,2,19,3,45,0.0833333333333333,0.0627795781948952,0.0357308455999871,0.575238419167039,0.507,0.893,1,1,0.636412753181849,0.880713132629075,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_9363  Sporothrix sp."
"asv","Heteroborips seriatus","ASV_6045",69,21,7,2,19,5,43,0.0769230769230769,0.106332171412103,0.0387364220252409,-0.759210400740224,0.9155,0.433,0.866,1,1,1,"avoiding","within_trap",TRUE,"Sporothrix",NA,"ASV_6045  Sporothrix sp."
"asv","Heteroborips seriatus","ASV_13560",69,21,7,2,19,5,43,0.0769230769230769,0.11302163902464,0.0301697601015252,-1.19651472136626,1,0.3325,0.665,1,1,1,"avoiding","within_trap",TRUE,"Hawksworthiomyces",NA,"ASV_13560  Hawksworthiomyces sp."
"asv","Heteroborips seriatus","ASV_8974",69,21,3,1,20,2,46,0.0434782608695652,0.0360180090045013,0.0163962771703612,0.454996691477594,0.8285,1,1,1,1,1,"co-occurring","within_trap",TRUE,"Ophiostoma","karelicum","ASV_8974  Ophiostoma karelicum"
"asv","Heteroborips seriatus","ASV_27488",69,21,4,1,20,3,45,0.0416666666666667,0.0277430381857591,0.0196590206226981,0.70825646649109,0.666,1,1,1,1,1,"co-occurring","within_trap",TRUE,"Ceratocystiopsis","synnemata","ASV_27488  Ceratocystiopsis synnemata"
"asv","Heteroborips seriatus","ASV_15268",69,21,5,1,20,4,44,0.04,0.0482064945516241,0.0354789051403724,-0.231306307766687,0.775,0.659,1,1,1,1,"avoiding","within_trap",TRUE,"Grosmannia","olivacea","ASV_15268  Grosmannia olivacea"
"asv","Heteroborips seriatus","ASV_4044",69,21,6,1,20,5,43,0.0384615384615385,0.0384453765344208,0.0250529177819119,0.000645111569770459,0.796,0.8115,1,1,0.659136956107983,0.897681759270872,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_4044  Graphilbum sp."
"asv","Heteroborips seriatus","ASV_6959",69,21,7,1,20,6,42,0.037037037037037,0.0509422802569388,0.0313569307224198,-0.443450391972185,0.8635,0.595,1,1,0.426845103974165,0.72954800639409,"avoiding","within_trap",TRUE,"Ophiostoma","adjuncti","ASV_6959  Ophiostoma adjuncti"
"asv","Heteroborips seriatus","ASV_15738",69,21,7,1,20,6,42,0.037037037037037,0.0510963173894651,0.0329550482700739,-0.426619928977472,0.846,0.5865,1,1,0.426845103974165,0.72954800639409,"avoiding","within_trap",TRUE,"Graphilbum",NA,"ASV_15738  Graphilbum sp."
"asv","Heteroborips seriatus","ASV_23023",69,21,4,0,21,4,44,0,0.0341801335450332,0.0297786710336717,-1.14780587442551,1,0.354,0.708,1,0.305846956799356,0.619721561891848,"avoiding","within_trap",TRUE,"Sporothrix",NA,"ASV_23023  Sporothrix sp."
"asv","Hylastes opacus","ASV_1122",69,8,8,4,4,4,57,0.333333333333333,0.121301843062721,0.0758580287834583,2.79510941255631,0.0275,0.9995,0.055,0.48048,0.00461606564050578,0.0588647967737176,"co-occurring","within_trap",TRUE,"Raffaelea","arxii","ASV_1122  Raffaelea arxii"
"asv","Hylastes opacus","ASV_660",69,8,13,5,3,8,53,0.3125,0.0881044237288937,0.0565236053927475,3.96994449862001,0.0025,1,0.005,0.153214285714286,0.00459437611053716,0.0588647967737176,"co-occurring","within_trap",TRUE,"Grosmannia","francke-grosmanniae","ASV_660  Grosmannia francke-grosmanniae"
"asv","Hylastes opacus","ASV_3556",69,8,9,4,4,5,56,0.307692307692308,0.0772334198234651,0.0644413283473248,3.57625911475193,0.01,1,0.02,0.277588235294118,0.00788195229983687,0.0768490349234095,"co-occurring","within_trap",TRUE,"Sporothrix","rossii","ASV_3556  Sporothrix rossii"
"asv","Hylastes opacus","ASV_22950",69,8,6,3,5,3,58,0.272727272727273,0.0695046824111363,0.0679226979188405,2.9919687607074,0.027,0.999,0.054,0.48048,0.0179098204540049,0.123970838741077,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_22950  Sporothrix sp."
"asv","Hylastes opacus","ASV_16537",69,8,3,2,6,1,60,0.222222222222222,0.0529153465621695,0.0637936774241759,2.65397579346774,0.0585,1,0.117,0.658821428571429,0.0336679772493034,0.172387018638498,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_16537  Graphilbum sp."
"asv","Hylastes opacus","ASV_17726",69,8,3,2,6,1,60,0.222222222222222,0.0342393418931689,0.0560029305735599,3.35666148902936,0.033,1,0.066,0.488172413793103,0.0336679772493034,0.172387018638498,"co-occurring","within_trap",TRUE,NA,NA,"ASV_17726  "
"asv","Hylastes opacus","ASV_7886",69,8,4,2,6,2,59,0.2,0.0962299331483928,0.0714949303266287,1.45143251944617,0.258,1,0.516,1,0.0633035704990508,0.238221331088533,"co-occurring","within_trap",TRUE,"Grosmannia",NA,"ASV_7886  Grosmannia sp."
"asv","Hylastes opacus","ASV_11600",69,8,4,2,6,2,59,0.2,0.0768414510285455,0.0726055612568469,1.69626880970967,0.1545,0.986,0.309,0.95238,0.0633035704990508,0.238221331088533,"co-occurring","within_trap",TRUE,"Ophiostoma","undulatum","ASV_11600  Ophiostoma undulatum"
"asv","Hylastes opacus","ASV_22166",69,8,4,2,6,2,59,0.2,0.0465990571043104,0.0618316431960279,2.48094559624358,0.0715,0.9965,0.143,0.697666666666667,0.0633035704990508,0.238221331088533,"co-occurring","within_trap",TRUE,"Grosmannia","cucullata","ASV_22166  Grosmannia cucullata"
"asv","Hylastes opacus","ASV_1646",69,8,5,2,6,3,58,0.181818181818182,0.0571763154304419,0.0538828810771616,2.31319973795109,0.079,1,0.158,0.697666666666667,0.0991702372013094,0.31054037780556,"co-occurring","within_trap",TRUE,"Raffaelea","arxii","ASV_1646  Raffaelea arxii"
"asv","Hylastes opacus","ASV_7106",69,8,5,2,6,3,58,0.181818181818182,0.0284233025603713,0.0463038229840479,3.31279081018119,0.033,1,0.066,0.488172413793103,0.0991702372013094,0.31054037780556,"co-occurring","within_trap",TRUE,"Ophiostoma","denticiliatum","ASV_7106  Ophiostoma denticiliatum"
"asv","Hylastes opacus","ASV_9363",69,8,5,2,6,3,58,0.181818181818182,0.0864106295572042,0.063739035774666,1.49684649448209,0.242,1,0.484,1,0.0991702372013094,0.31054037780556,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_9363  Sporothrix sp."
"asv","Hylastes opacus","ASV_8274",69,8,12,3,5,9,52,0.176470588235294,0.0920007647442591,0.0458509683576039,1.84226912793275,0.1295,1,0.259,0.8679,0.136505872994569,0.376879942077054,"co-occurring","within_trap",TRUE,"Sporothrix","rossii","ASV_8274  Sporothrix rossii"
"asv","Hylastes opacus","ASV_6117",69,8,13,3,5,10,51,0.166666666666667,0.147884739583416,0.0640599997424747,0.293192743658366,0.558,0.8115,1,1,0.166657072282347,0.430698096440523,"co-occurring","within_trap",TRUE,"Leptographium","gracile","ASV_6117  Leptographium gracile"
"asv","Hylastes opacus","ASV_8131",69,8,6,2,6,4,57,0.166666666666667,0.0527058400995382,0.0506422851393696,2.25030972148085,0.0865,1,0.173,0.734821782178218,0.139800445574962,0.376879942077054,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_8131  Graphilbum sp."
"asv","Hylastes opacus","ASV_13249",69,8,6,2,6,4,57,0.166666666666667,0.0663536896653467,0.0564540541171632,1.77689589472411,0.1665,1,0.333,0.95238,0.139800445574962,0.376879942077054,"co-occurring","within_trap",TRUE,"Ophiostoma","denticulatum","ASV_13249  Ophiostoma denticulatum"
"asv","Hylastes opacus","ASV_5162",69,8,7,2,6,5,56,0.153846153846154,0.0368810779015879,0.0449848131582037,2.60010140607276,0.0595,1,0.119,0.658821428571429,0.183913243237784,0.43350978763192,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_5162  Sporothrix sp."
"asv","Hylastes opacus","ASV_7618",69,8,7,2,6,5,56,0.153846153846154,0.0634300666816923,0.0515649873597809,1.75343952929936,0.17,1,0.34,0.958941176470588,0.183913243237784,0.43350978763192,"co-occurring","within_trap",TRUE,"Leptographium","lundbergii","ASV_7618  Leptographium lundbergii"
"asv","Hylastes opacus","ASV_15258",69,8,7,2,6,5,56,0.153846153846154,0.0367958704627036,0.0452681977769519,2.58570672418167,0.0615,1,0.123,0.658821428571429,0.183913243237784,0.43350978763192,"co-occurring","within_trap",TRUE,"Ophiostoma","pallidulum","ASV_15258  Ophiostoma pallidulum"
"asv","Hylastes opacus","ASV_15738",69,8,7,2,6,5,56,0.153846153846154,0.0647755196279457,0.0592027002096663,1.50450290109682,0.191,0.9795,0.382,1,0.183913243237784,0.43350978763192,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_15738  Graphilbum sp."
"asv","Hylastes opacus","ASV_21569",69,8,7,2,6,5,56,0.153846153846154,0.0868331268531387,0.0698429019210875,0.959482283091992,0.3095,0.936,0.619,1,0.183913243237784,0.43350978763192,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_21569  Sporothrix sp."
"asv","Hylastes opacus","ASV_3603",69,8,10,2,6,8,53,0.125,0.0408571933025344,0.0458138729128059,1.83662286874563,0.1315,0.986,0.263,0.8679,0.326795784583521,0.631510772911398,"co-occurring","within_trap",TRUE,"Sporothrix","eucastaneae","ASV_3603  Sporothrix eucastaneae"
"asv","Hylastes opacus","ASV_28495",69,8,3,1,7,2,59,0.1,0.0507253626813399,0.0500072478436166,0.985349913131641,0.5075,1,1,1,0.313089285032637,0.619721561891848,"co-occurring","within_trap",TRUE,"Raffaelea","subfusca","ASV_28495  Raffaelea subfusca"
"asv","Hylastes opacus","ASV_4337",69,8,4,1,7,3,58,0.0909090909090909,0.079503388057666,0.0680512277145014,0.167604659526141,0.67,0.8295,1,1,0.396351189877166,0.702622563873158,"co-occurring","within_trap",TRUE,"Ophiostoma","undulatum","ASV_4337  Ophiostoma undulatum"
"asv","Hylastes opacus","ASV_6746",69,8,4,1,7,3,58,0.0909090909090909,0.0459623751269581,0.0628135184292563,0.715558002577965,0.4115,0.9275,0.823,1,0.396351189877166,0.702622563873158,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_6746  Graphilbum sp."
"asv","Hylastes opacus","ASV_25723",69,8,4,1,7,3,58,0.0909090909090909,0.028414207103552,0.0475090708379905,1.31543056311606,0.2865,0.978,0.573,1,0.396351189877166,0.702622563873158,"co-occurring","within_trap",TRUE,"Ceratocystiopsis","manitobensis","ASV_25723  Ceratocystiopsis manitobensis"
